,name,rating,reviews,ctype,hq,old,employees
14,Indian Institute...,4.4,(145 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",113 years old,501-1k Employees (India),
15,Atyati Technolog...,4.3,(145 Reviews),Private,"Bangalore,Karnataka + 30 more",16 years old,501-1k Employees (India)
16,Pacific India,3.6,(145 Reviews),Private,New Delhi + 19 more,26 years old,1k-5k Employees (Global)
17,Sakata Inx,4.1,(145 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",102 years old,501-1k Employees (India)
18,Dataflow Group,3.1,(145 Reviews),Private,"Noida,Uttar Pradesh + 3 more",4 years old,51-200 Employees (India)
19,Envestnet Asset ...,4.1,(145 Reviews),Public,"Chicago,Illinois + 2 more",23 years old,1k-5k Employees (India)
20,Sun Vacuum Forme...,3.9,(145 Reviews),Private,"Delhi/NCR,Delhi + 5 more",36 years old,51-200 Employees (India)
21,Jaypee Hotels,4.2,(145 Reviews),Public,"Delhi/NCR,Delhi + 11 more",42 years old,501-1k Employees (India)
22,Della Adventure ...,3.6,(145 Reviews),Private,Lonavla + 9 more,31 years old,501-1k Employees (India)
23,Gojavas,4.2,(145 Reviews),Private,"Gurgaon,Haryana + 45 more",9 years old,1k-5k Employees (India)
24,Maharishi Vidya ...,4.2,(145 Reviews),Private,Bhopal + 53 more,39 years old,5k-10k Employees (India)
25,BLS Internationa...,3.2,(145 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",39 years old,51-200 Employees (India)
26,Kusum Healthcare,4.1,(145 Reviews),Private,"Delhi/NCR,Delhi + 4 more",25 years old,51-200 Employees (India)
27,Danieli,3.8,(145 Reviews),Private,"Buttrio,Udine + 9 more",108 years old,501-1k Employees (India)
28,Cygnet Infotech,4.1,(145 Reviews),Private,Ahmedabad + 5 more,22 years old,1k-5k Employees (India)
29,Reliable Autotec...,4.2,(145 Reviews),"Nasik/Nashik,Maharashtra + 3 more",37 years old,1k-5k Employees (India),
0,Nayati Hospital,3.1,(145 Reviews),Private,"Noida,Uttar Pradesh + 7 more",10 years old,1k-5k Employees (India)
1,General Energy M...,3.7,(145 Reviews),Private,"Noida,Uttar Pradesh + 31 more",23 years old,501-1k Employees (India)
2,Scaler Academy,4.4,(145 Reviews),Private,"Bangalore,Karnataka",3 years old,1k-5k Employees (India)
3,Pinkerton,3.8,(145 Reviews),Private,"Ann Arbor,Detroit + 10 more",172 years old,201-500 Employees (India)
4,Weatherford,4.2,(145 Reviews),Private,"Houston,Texas + 15 more",81 years old,1k-5k Employees (India)
5,Paradeep Phospha...,4.2,(144 Reviews),Public,"Bhubaneswar,Odisha + 23 more",41 years old,1k-5k Employees (India)
6,Imarticus Learni...,3.7,(144 Reviews),Private,"Mumbai,Maharashtra + 10 more",10 years old,501-1k Employees (India)
7,Rasna,3.7,(144 Reviews),Private,"Ahmedabad,Gujarat + 29 more",46 years old,201-500 Employees (India)
8,HDFC Asset Manag...,3.6,(144 Reviews),Public,Mumbai + 65 more,23 years old,1k-5k Employees (India)
9,Markelytics Solu...,4.7,(144 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,51-200 Employees (India)
10,Cliantha Researc...,4.4,(144 Reviews),Public,"Ahmedabad,Gujrat + 5 more",18 years old,501-1k Employees (India)
11,Incrementors Web...,4.4,(144 Reviews),Private,New Delhi,18 years old,51-200 Employees (India)
12,UNICEF,4.1,(144 Reviews),Private,"New York,Newyork + 38 more",76 years old,10k-50k Employees (Global)
13,Rashtriya Chemic...,4.3,(144 Reviews),Private,"Mumbai,Maharashtra + 13 more",55 years old,1k-5k Employees (India)
14,Organic India,4.2,(144 Reviews),Private,"Delhi/NCR,Delhi + 31 more",25 years old,501-1k Employees (India)
15,Vidya Mandir Cla...,3.6,(144 Reviews),Private,New Delhi + 34 more,33 years old,1-10 Employees (India)
16,Padget Electroni...,3.6,(144 Reviews),Noida + 2 more,501-1k Employees (India),,
17,BMA Wealth Creat...,3.5,(144 Reviews),Private,"Kolkata,West Bengal + 30 more",17 years old,5k-10k Employees (Global)
18,Jaipur Rugs,3.8,(144 Reviews),Private,"Jaipur,Rajasthan + 7 more",44 years old,201-500 Employees (India)
19,Special Technica...,4.0,(144 Reviews),Private,Muscat + 7 more,42 years old,201-500 Employees (India)
20,Hgs Services,3.9,(144 Reviews),Private,Bengaluru + 17 more,22 years old,10k-50k Employees (India)
21,Teleindia Networ...,3.9,(144 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",16 years old,51-200 Employees (India)
22,Confederation of...,3.4,(144 Reviews),Private,"Delhi/NCR,New Delhi + 26 more",127 years old,5k-10k Employees (India)
23,Ebix Smartclass ...,3.5,(144 Reviews),Gurugram + 33 more,8 years old,501-1k Employees (India),
24,Green Park Hotel...,4.1,(144 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",31 years old,1k-5k Employees (India)
25,INFRES METHODEX,3.5,(144 Reviews),Private,Faridabad + 33 more,35 years old,501-1k Employees (India)
26,Emami Paper Mill...,4.1,(144 Reviews),Public,Kolkata + 2 more,40 years old,1k-5k Employees (India)
27,Autocomp Corpora...,3.2,(144 Reviews),Private,"Pune,Maharashtra + 4 more",39 years old,51-200 Employees (India)
28,Tata Electronics,4.0,(144 Reviews),Krishnagiri + 6 more,11-50 Employees (India),,
29,Innova Solutions,3.6,(144 Reviews),Private,"Santa Clara,California + 8 more",16 years old,501-1k Employees (India)
0,National Institu...,4.3,(354 Reviews),Public,New Delhi + 23 more,15 years old,51-200 Employees (India)
1,SAR Group,4.0,(146 Reviews),Gurugram + 18 more,34 years old,51-200 Employees (India),
2,Milk Mantra Dair...,3.6,(143 Reviews),Private,"Bhubaneswar,Odisha + 10 more",13 years old,201-500 Employees (India)
3,Applus Velosi,4.0,(143 Reviews),Private,Abu Dhabi + 16 more,40 years old,501-1k Employees (India)
4,Central Institut...,4.1,(143 Reviews),Government,"Dhanbad,Jharkhand + 8 more",15 years old,501-1k Employees (India)
5,Barmalt Malting,3.7,(143 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",55 years old,501-1k Employees (India)
6,Welspun Enterpri...,4.1,(143 Reviews),Public,"Mumbai,Maharashtra + 22 more",46 years old,501-1k Employees (India)
7,Cashpor Micro Cr...,3.8,(143 Reviews),Varanasi + 26 more,20 years old,1k-5k Employees (India),
8,Dee Vee Projects,3.9,(143 Reviews),Private,Raipur + 19 more,33 years old,51-200 Employees (India)
9,Theobroma Foods,3.7,(143 Reviews),Private,"Mumbai,Maharashtra + 12 more",18 years old,51-200 Employees (India)
10,Bandhan KOnnagar,3.7,(143 Reviews),"Kolkata,West Bengal + 42 more",21 years old,201-500 Employees (India),
11,Epsilon Carbon,4.0,(143 Reviews),Private,"Mumbai,Maharashtra + 5 more",12 years old,501-1k Employees (India)
12,Raksha TPA,3.8,(143 Reviews),Private,"Delhi/NCR,Delhi + 17 more",20 years old,201-500 Employees (India)
13,Bill Forge,3.9,(143 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",37 years old,201-500 Employees (India)
14,Lucas Indian Ser...,4.0,(143 Reviews),Private,Chennai + 27 more,92 years old,201-500 Employees (India)
15,Major Brands,3.7,(143 Reviews),Private,"Mumbai,Maharashtra + 9 more",21 years old,51-200 Employees (India)
16,Kubota Agricultu...,4.1,(143 Reviews),Private,Chennai + 23 more,14 years old,51-200 Employees (India)
17,Anchor Health an...,3.4,(143 Reviews),Private,"Mumbai,Maharashtra + 30 more",30 years old,501-1k Employees (India)
18,DISYS,3.4,(143 Reviews),Private,"McLean,Virginia + 9 more",28 years old,51-200 Employees (India)
19,Ushodaya Enterpr...,4.0,(143 Reviews),Private,Hyderabad + 24 more,48 years old,51-200 Employees (India)
20,Star Engineers I...,3.5,(143 Reviews),Private,"Pune,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
21,Garden Silk Mill...,4.0,(143 Reviews),Public,"Surat,Gujarat + 12 more",43 years old,1k-5k Employees (India)
22,Ceragon Networks,3.9,(143 Reviews),Private,"Tel Aviv,Tel Aviv + 24 more",26 years old,501-1k Employees (India)
23,ADARSH DEVELOPER...,4.3,(143 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",34 years old,501-1k Employees (India)
24,Aditya Infotech,3.8,(143 Reviews),Private,"Noida,Uttar Pradesh + 32 more",28 years old,501-1k Employees (India)
25,R-Logic Technolo...,4.1,(143 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",26 years old,1k-5k Employees (India)
26,Tokai Rubber Aut...,3.9,(143 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,51-200 Employees (India)
27,BajajSons,4.1,(143 Reviews),Public,"Ludhiana,Punjab + 7 more",37 years old,1k-5k Employees (India)
28,RNF Technologies,4.3,(143 Reviews),Private,"Noida,Uttar Pradesh + 2 more",13 years old,201-500 Employees (India)
29,Apisero,4.4,(143 Reviews),Chandler + 6 more,6 years old,1k-5k Employees (India),
0,Burns & McDonnel...,4.4,(143 Reviews),Private,"Kansas City,Missouri + 1 more",124 years old,201-500 Employees (India)
1,Allergan,4.1,(940 Reviews),Private,Dublin + 22 more,9 years old,1k-5k Employees (India)
2,The Pride Hotel,4.2,(182 Reviews),Private,"Mumbai,Maharashtra + 17 more",47 years old,501-1k Employees (India)
3,BMW,4.0,(170 Reviews),Private,Munich + 31 more,106 years old,1k-5k Employees (India)
4,Konica Minolta,4.0,(167 Reviews),Private,"Gurgaon/Gurugram,Haryana + 27 more",22 years old,501-1k Employees (India)
5,COWI,4.1,(142 Reviews),Private,Lyngby + 3 more,92 years old,501-1k Employees (India)
6,Office Beacon,3.3,(142 Reviews),Private,California + 9 more,21 years old,501-1k Employees (India)
7,Pha India,3.9,(142 Reviews),Private,"Sriperumbudur,Tamil Nadu + 4 more",23 years old,1k-5k Employees (India)
8,DST Worldwide Se...,4.1,(142 Reviews),Hyderabad/Secunderabad + 3 more,,,
9,GRT Jewellers,4.5,(142 Reviews),Private,"Chennai,Tamil Nadu + 16 more",58 years old,5k-10k Employees (India)
10,Ascent Consultin...,3.8,(142 Reviews),Private,Bengaluru + 8 more,20 years old,501-1k Employees (India)
11,Alivira Animal H...,3.6,(142 Reviews),Public,"Mumbai,Maharashtra + 5 more",8 years old,201-500 Employees (India)
12,Escorts Construc...,4.1,(142 Reviews),Public,"Faridabad,Haryana + 22 more",52 years old,1k-5k Employees (India)
13,SGT University,3.6,(142 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",9 years old,501-1k Employees (India)
14,GE Transportatio...,4.1,(142 Reviews),Public,"Pittsburgh,Pennsylvania + 9 more",115 years old,1k-5k Employees (India)
15,Msn Life Science...,4.5,(142 Reviews),Chegunta + 5 more,,,
16,New Allenberry W...,3.7,(142 Reviews),Private,"Faridabad,Haryana + 6 more",51 years old,201-500 Employees (India)
17,Southern Petroch...,3.8,(142 Reviews),Public,"Chennai,Tamil Nadu + 7 more",53 years old,1k-5k Employees (India)
18,Insecticides Ind...,4.5,(142 Reviews),Public,"Delhi/NCR,Delhi + 23 more",20 years old,1k-5k Employees (India)
19,Health & Glow,4.2,(142 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",25 years old,201-500 Employees (India)
20,IBM Info Service...,4.2,(142 Reviews),Private,Chennai + 21 more,23 years old,501-1k Employees (India)
21,Vaibhav Global,3.6,(142 Reviews),Public,"Jaipur,Rajasthan + 6 more",42 years old,1k-5k Employees (India)
22,Freyr Solutions,4.0,(142 Reviews),Private,"Princeton,New Jersey",15 years old,1k-5k Employees (India)
23,Anand Rathi: Onl...,4.0,(142 Reviews),Private,"Mumbai,Maharashtra + 31 more",28 years old,1k-5k Employees (India)
24,Starbucks,4.3,(142 Reviews),Public,"Seattle,Washington + 16 more",51 years old,1k-5k Employees (India)
25,Moolchand Medcit...,3.2,(142 Reviews),Private,"Delhi/NCR,New Delhi + 2 more",16 years old,51-200 Employees (India)
26,Orion Security S...,3.6,(142 Reviews),Private,"Delhi/NCR,Delhi + 29 more",17 years old,51-200 Employees (India)
27,Gopal Snacks,3.9,(142 Reviews),"Rajkot,Gujarat + 29 more",28 years old,201-500 Employees (India),
28,Gujarat Co Opera...,4.1,(142 Reviews),Public,Anand + 53 more,76 years old,1k-5k Employees (India)
29,Max Data Entry S...,4.4,(142 Reviews),Kolkata + 16 more,11-50 Employees (India),,
0,State Street Glo...,3.8,(142 Reviews),Private,"Boston,Massachusetts + 3 more",44 years old,1k-5k Employees (Global)
1,TMF Group,4.0,(142 Reviews),Private,Amsterdam + 6 more,34 years old,501-1k Employees (India)
2,Property Solutio...,3.7,(142 Reviews),Private,"Mumbai,Maharashtra + 13 more",22 years old,501-1k Employees (India)
3,A-1 Fence Produc...,3.8,(144 Reviews),Private,Mumbai + 10 more,24 years old,201-500 Employees (India)
4,Pitti Lamination...,4.0,(141 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",39 years old,201-500 Employees (India),
5,Slr Metaliks,4.3,(141 Reviews),Private,Karnataka + 7 more,17 years old,1k-5k Employees (India)
6,Shantha Biotechn...,4.5,(141 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",29 years old,11-50 Employees (India)
7,ICICI Merchant S...,3.8,(141 Reviews),Private,Mumbai + 40 more,13 years old,501-1k Employees (India)
8,Hurix Systems,3.3,(141 Reviews),Private,"Mumbai,Maharashtra + 3 more",22 years old,501-1k Employees (India)
9,Porteck India In...,4.2,(141 Reviews),Private,"Jericho,New York + 3 more",20 years old,201-500 Employees (India)
10,Sraco,4.1,(141 Reviews),Private,Dammam + 12 more,40 years old,10k-50k Employees (Global)
11,TCPL Packaging,4.2,(141 Reviews),Public,"Bangalore,Karnataka + 20 more",35 years old,1k-5k Employees (India)
12,APM Terminals,4.5,(141 Reviews),Private,The Hague + 14 more,21 years old,501-1k Employees (India)
13,OnsiteGo,4.0,(141 Reviews),Private,"Mumbai,Maharashtra + 8 more",12 years old,501-1k Employees (India)
14,Oxford Universit...,3.5,(141 Reviews),Private,"Oxford,Oxfordshire + 25 more",544 years old,201-500 Employees (India)
15,Ozone Pharmaceut...,3.7,(141 Reviews),Private,New Delhi + 14 more,31 years old,1k-5k Employees (India)
16,BCG,4.1,(141 Reviews),Private,"Boston,Massachusetts + 6 more",59 years old,1k-5k Employees (India)
17,Kinetic Engineer...,4.0,(141 Reviews),Public,"Pune,Maharashtra + 7 more",52 years old,501-1k Employees (India)
18,UGC Supply Chain...,3.7,(141 Reviews),Private,"Pune,Maharashtra + 14 more",23 years old,11-50 Employees (India)
19,Trigo Quality Pr...,2.8,(141 Reviews),Private,"Tel Aviv,Tel Aviv + 17 more",25 years old,11-50 Employees (India)
20,Jayashree Polyme...,3.7,(141 Reviews),Private,"Pune,Maharashtra + 8 more",38 years old,201-500 Employees (India)
21,Midland Microfin,3.6,(141 Reviews),"Jalandhar,Punjab + 44 more",11 years old,1k-5k Employees (India),
22,Wirtgen India,4.2,(141 Reviews),Private,"Pune,Maharashtra + 19 more",61 years old,501-1k Employees (India)
23,Cimpress,4.4,(141 Reviews),Private,"Dundalk,County Louth + 6 more",27 years old,1k-5k Employees (India)
24,DEC Infra,3.4,(141 Reviews),Hyderabad + 11 more,54 years old,201-500 Employees (India),
25,Systems Plus Tra...,4.5,(141 Reviews),Private,Mumbai + 1 more,201-500 Employees (India),
26,Orra Fine Jewell...,4.1,(141 Reviews),Private,"Mumbai,Maharashtra + 28 more",18 years old,201-500 Employees (India)
27,Global Healthcar...,3.3,(141 Reviews),Private,"Chennai,Tamil Nadu + 2 more",6 years old,1k-5k Employees (India)
28,Pramati Technolo...,4.5,(141 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",24 years old,1k-5k Employees (India)
29,Scientific Games,4.1,(158 Reviews),Private,"Las Vegas,Nevada + 4 more",49 years old,1k-5k Employees (India)
0,Government of We...,3.7,(140 Reviews),Private,Howrah + 22 more,75 years old,1 Lakh+ Employees (India)
1,Kaleesuwari Refi...,3.9,(140 Reviews),Sole Proprietorship,"Chennai,Tamil Nadu + 29 more",29 years old,1k-5k Employees (India)
2,JSG Group,3.6,(140 Reviews),Private,Kundli + 5 more,12 years old,51-200 Employees (India)
3,KrazyBee,4.0,(140 Reviews),Private,"Bangalore,Karnataka + 9 more",6 years old,51-200 Employees (India)
4,InKnowTech,3.4,(140 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 21 more",20 years old,51-200 Employees (India)
5,Sical Logistics,3.8,(140 Reviews),Public,"Chennai,Tamil Nadu + 17 more",67 years old,201-500 Employees (India)
6,Vashi Electrical...,4.0,(140 Reviews),Private,"Mumbai,Maharashtra + 16 more",44 years old,501-1k Employees (India)
7,A2Z Infraservice...,4.1,(140 Reviews),Public,"Gurgaon/Gurugram,Haryana + 18 more",20 years old,201-500 Employees (India)
8,Geo Chem Laborat...,3.6,(140 Reviews),Private,"Mumbai,Maharashtra + 16 more",58 years old,1k-5k Employees (India)
9,Varmora Granito,4.4,(140 Reviews),Private,"Mumbai,Maharashtra + 40 more",29 years old,51-200 Employees (India)
10,Ksk Energy Ventu...,4.0,(140 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",21 years old,1k-5k Employees (India)
11,AIG Hospital,4.3,(140 Reviews),Hyderabad,36 years old,201-500 Employees (India),
12,Veeba Food Servi...,4.5,(140 Reviews),Private,Delhi + 20 more,39 years old,1k-5k Employees (India)
13,Ameex Technologi...,3.8,(140 Reviews),Private,"Schaumburg,Illinois + 2 more",15 years old,501-1k Employees (India)
14,GE Renewable Ene...,4.2,(140 Reviews),Paris + 21 more,7 years old,10k-50k Employees (India),
15,Gawar Constructi...,4.3,(140 Reviews),"Gurgaon/Gurugram,Haryana + 23 more",14 years old,501-1k Employees (India),
16,Manpasand Bevera...,3.4,(140 Reviews),Private,"Vadodara/Baroda,Gujarat + 29 more",24 years old,1k-5k Employees (India)
17,Bharathi Cement,4.2,(140 Reviews),Private,Hyderabad + 25 more,23 years old,1k-5k Employees (India)
18,Ipsos,3.4,(149 Reviews),Private,"Paris,Île-de-France + 18 more",47 years old,501-1k Employees (India)
19,Xplore-Tech Serv...,3.0,(139 Reviews),Private,Kolkata + 4 more,18 years old,51-200 Employees (India)
20,Karam Industries,4.1,(139 Reviews),Private,"Noida,Uttar Pradesh + 17 more",24 years old,11-50 Employees (India)
21,TomTom,4.1,(139 Reviews),Public,"Amsterdam,North Holland",31 years old,501-1k Employees (India)
22,Volkswagen It Se...,3.9,(139 Reviews),Private,"Pune,Maharashtra + 2 more",6 years old,501-1k Employees (India)
23,HMEL,4.6,(139 Reviews),Private,Noida + 7 more,15 years old,1k-5k Employees (India)
24,Essae Digitronic...,4.1,(139 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 23 more",26 years old,51-200 Employees (India)
25,Massive Restaura...,4.1,(139 Reviews),Private,"Gurgaon,Haryana + 11 more",10 years old,501-1k Employees (India)
26,M & M Financial ...,3.9,(139 Reviews),Public,Mumbai + 44 more,31 years old,10k-50k Employees (India)
27,Volvo Trucks,4.2,(139 Reviews),Private,Gothenburg + 23 more,94 years old,1k-5k Employees (India)
28,Dayal Fertilizer...,4.3,(139 Reviews),Partnership,Meerut + 26 more,43 years old,201-500 Employees (India)
29,Trivitron Health...,3.9,(139 Reviews),Private,Chennai + 16 more,25 years old,501-1k Employees (India)
0,Abu Dhabi Nation...,4.3,(139 Reviews),Private,Abu Dhabi + 11 more,46 years old,51-200 Employees (India)
1,OneAssist Consum...,4.2,(139 Reviews),Private,"Mumbai,Maharashtra + 20 more",11 years old,201-500 Employees (India)
2,Ratna Sagar,3.8,(139 Reviews),Private,"Delhi/NCR,Delhi + 19 more",40 years old,501-1k Employees (India)
3,adani power maha...,3.8,(139 Reviews),Mundra + 9 more,,,
4,RadiSys,4.4,(139 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",35 years old,1k-5k Employees (India)
5,Bharti Foundatio...,4.3,(139 Reviews),Partnership,Gurugram + 22 more,22 years old,1k-5k Employees (India)
6,Volkswagen It Se...,3.9,(139 Reviews),Private,"Pune,Maharashtra + 2 more",6 years old,501-1k Employees (India)
7,Essae Digitronic...,4.1,(139 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 23 more",26 years old,51-200 Employees (India)
8,HMEL,4.6,(139 Reviews),Private,Noida + 7 more,15 years old,1k-5k Employees (India)
9,Karam Industries,4.1,(139 Reviews),Private,"Noida,Uttar Pradesh + 17 more",24 years old,11-50 Employees (India)
